Rk,Name,Team,Result,Date,Vs.,Pitch (MPH),EV (MPH),LA (deg),Dist (ft),gamePk,playId,Video_url,x/30 ballparks
2,"Arozarena, Randy",SEA,Home Run,7/24/2025,LAA,86.8,110.4,18,376,777018,db3aec7a-62e3-3490-a407-e41eca92c440,https://baseballsavant.mlb.com/sporty-videos?playId=db3aec7a-62e3-3490-a407-e41eca92c440,26
3,"Donovan, Brendan",STL,Home Run,7/24/2025,SD,83,109.6,22,385,777023,10246f4b-a536-32fb-961f-1f90833df6cd,https://baseballsavant.mlb.com/sporty-videos?playId=10246f4b-a536-32fb-961f-1f90833df6cd,30
4,"Contreras, Willson",STL,Home Run,7/24/2025,SD,84.5,108,31,415,777023,8b8a2238-3651-3cb3-b435-80edcc429bc6,https://baseballsavant.mlb.com/sporty-videos?playId=8b8a2238-3651-3cb3-b435-80edcc429bc6,29
5,"Machado, Manny",SD,Home Run,7/24/2025,STL,93.5,107.3,20,408,777023,1543903a-5dbd-3938-97ca-edb5f438edf4,https://baseballsavant.mlb.com/sporty-videos?playId=1543903a-5dbd-3938-97ca-edb5f438edf4,24
6,"Loperfido, Joey",TOR,Home Run,7/24/2025,DET,87.7,107.2,39,394,777021,f063fcd7-bda3-3c60-abc2-f6811bcb1acd,https://baseballsavant.mlb.com/sporty-videos?playId=f063fcd7-bda3-3c60-abc2-f6811bcb1acd,30
7,"Torkelson, Spencer",DET,Home Run,7/24/2025,TOR,95.7,106.3,28,372,777021,64d14871-63a4-3b54-a137-bf5577dc7913,https://baseballsavant.mlb.com/sporty-videos?playId=64d14871-63a4-3b54-a137-bf5577dc7913,30
8,"Laureano, RamÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â³n",BAL,Home Run,7/24/2025,CLE,81.7,105.3,27,414,777019,6ebc2b77-c5e0-3a67-97d4-490e149c5fbf,https://baseballsavant.mlb.com/sporty-videos?playId=6ebc2b77-c5e0-3a67-97d4-490e149c5fbf,22
9,"Lukes, Nathan",TOR,Home Run,7/24/2025,DET,85,105,31,420,777021,62d8f277-68bd-3c30-9207-484d06d8013a,https://baseballsavant.mlb.com/sporty-videos?playId=62d8f277-68bd-3c30-9207-484d06d8013a,30
10,"RodrÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â­guez, Julio",SEA,Home Run,7/24/2025,LAA,94.6,103.3,27,377,777018,a120c1d9-ca19-3e23-8848-f21f466f3aa9,https://baseballsavant.mlb.com/sporty-videos?playId=a120c1d9-ca19-3e23-8848-f21f466f3aa9,30
11,"Tatis Jr., Fernando",SD,Home Run,7/24/2025,STL,93.2,103.2,29,402,777023,aa0ec517-b479-3754-960e-e305a80ecf8b,https://baseballsavant.mlb.com/sporty-videos?playId=aa0ec517-b479-3754-960e-e305a80ecf8b,29
12,"Clement, Ernie",TOR,Home Run,7/24/2025,DET,84.6,101.8,25,396,777021,3b03d8c3-a44d-399f-aadb-e7eea3dd5332,https://baseballsavant.mlb.com/sporty-videos?playId=3b03d8c3-a44d-399f-aadb-e7eea3dd5332,30
13,"Polanco, Jorge",SEA,Home Run,7/24/2025,LAA,97.7,100.8,28,389,777018,adf6493b-acd0-3462-af6f-e0c94997e0c1,https://baseballsavant.mlb.com/sporty-videos?playId=adf6493b-acd0-3462-af6f-e0c94997e0c1,14
14,"UrÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â­as, Luis",ATH,Home Run,7/24/2025,HOU,91.5,98.8,27,367,777025,e1cb2588-215d-3a24-9e14-a940aa168a8e,https://baseballsavant.mlb.com/sporty-videos?playId=e1cb2588-215d-3a24-9e14-a940aa168a8e,12
15,"Kwan, Steven",CLE,Home Run,7/24/2025,BAL,81.4,98.6,30,372,777019,15b92184-ac60-37b4-96a2-b55d41f61c6b,https://baseballsavant.mlb.com/sporty-videos?playId=15b92184-ac60-37b4-96a2-b55d41f61c6b,28
16,"Kwan, Steven",CLE,Home Run,7/24/2025,BAL,88.3,98.4,29,384,777019,b13bc428-72a4-3115-8a8a-f36e289db436,https://baseballsavant.mlb.com/sporty-videos?playId=b13bc428-72a4-3115-8a8a-f36e289db436,28
17,"Jones, Jahmai",DET,Home Run,7/24/2025,TOR,90.9,97,31,399,777021,2c1f64dd-91c9-3fcf-92d5-71817ffda93e,https://baseballsavant.mlb.com/sporty-videos?playId=2c1f64dd-91c9-3fcf-92d5-71817ffda93e,26
1,"Schwarber, Kyle",PHI,Home Run,7/25/2025,NYY,95.4,115.2,24,380,777015,5e9954d0-fee8-3c04-a551-de71e458cc96,https://baseballsavant.mlb.com/sporty-videos?playId=5e9954d0-fee8-3c04-a551-de71e458cc96,27
2,"Kurtz, Nick",ATH,Home Run,7/25/2025,HOU,97.1,113.8,25,414,777007,801c2d42-2b6a-348e-b63c-7aabd840b6f1,https://baseballsavant.mlb.com/sporty-videos?playId=801c2d42-2b6a-348e-b63c-7aabd840b6f1,30
3,"Schwarber, Kyle",PHI,Home Run,7/25/2025,NYY,92.6,113.8,20,413,777015,eb9329c1-da49-32d8-85e5-b3600c3cbf04,https://baseballsavant.mlb.com/sporty-videos?playId=eb9329c1-da49-32d8-85e5-b3600c3cbf04,29
4,"Slater, Austin",CWS,Home Run,7/25/2025,CHC,88.9,108.8,26,420,777017,a5a21398-cc5b-34ad-8066-acfe28282b98,https://baseballsavant.mlb.com/sporty-videos?playId=a5a21398-cc5b-34ad-8066-acfe28282b98,28
5,"Montgomery, Colson",CWS,Home Run,7/25/2025,CHC,90.3,108.4,43,380,777017,ea12a5af-f328-3d45-be51-cc349c9372c5,https://baseballsavant.mlb.com/sporty-videos?playId=ea12a5af-f328-3d45-be51-cc349c9372c5,30
6,"Kurtz, Nick",ATH,Home Run,7/25/2025,HOU,82,108.2,24,384,777007,dbd82bb1-14b0-3464-aa8c-0bc0cbb69cc3,https://baseballsavant.mlb.com/sporty-videos?playId=dbd82bb1-14b0-3464-aa8c-0bc0cbb69cc3,30
7,"Tauchman, Mike",CWS,Home Run,7/25/2025,CHC,91.1,108.2,24,382,777017,fbac9884-3a27-3f69-b3ce-a0bf082d24ab,https://baseballsavant.mlb.com/sporty-videos?playId=fbac9884-3a27-3f69-b3ce-a0bf082d24ab,29
8,"O'Neill, Tyler",BAL,Home Run,7/25/2025,COL,86.9,107.6,26,375,777020,cc4c6cc7-5e91-38e5-bfbd-a2b22288cf3a,https://baseballsavant.mlb.com/sporty-videos?playId=cc4c6cc7-5e91-38e5-bfbd-a2b22288cf3a,29
9,"Kurtz, Nick",ATH,Home Run,7/25/2025,HOU,77.6,107.4,21,383,777007,48060643-9db8-3329-9303-e1315e599f0c,https://baseballsavant.mlb.com/sporty-videos?playId=48060643-9db8-3329-9303-e1315e599f0c,29
10,"Realmuto, J.T.",PHI,Home Run,7/25/2025,NYY,88.4,107.2,29,414,777015,9c056972-7702-3e5f-a0d5-889b7693fe7d,https://baseballsavant.mlb.com/sporty-videos?playId=9c056972-7702-3e5f-a0d5-889b7693fe7d,30
11,"HernÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¡ndez, Teoscar",LAD,Home Run,7/25/2025,BOS,97.5,107.2,29,415,777012,15e424a4-6335-37ed-ba50-f8dbfa058c0c,https://baseballsavant.mlb.com/sporty-videos?playId=15e424a4-6335-37ed-ba50-f8dbfa058c0c,28
12,"Tovar, Ezequiel",COL,Home Run,7/25/2025,BAL,94.2,107.1,26,409,777020,ae6d318b-d510-362a-b9ca-6a9e013dd6a4,https://baseballsavant.mlb.com/sporty-videos?playId=ae6d318b-d510-362a-b9ca-6a9e013dd6a4,30
13,"Stanton, Giancarlo",NYY,Home Run,7/25/2025,PHI,93.1,106.7,27,415,777015,ea1b26a3-b90c-3d87-b919-d44b52399ff5,https://baseballsavant.mlb.com/sporty-videos?playId=ea1b26a3-b90c-3d87-b919-d44b52399ff5,25
14,"RodrÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â­guez, Julio",SEA,Home Run,7/25/2025,LAA,98.2,106.3,28,394,777006,635b16ea-2287-36ac-9be4-dfa2a28ee7f9,https://baseballsavant.mlb.com/sporty-videos?playId=635b16ea-2287-36ac-9be4-dfa2a28ee7f9,22
15,"Westburg, Jordan",BAL,Home Run,7/25/2025,COL,91.1,106.3,45,380,777020,54bac096-46e0-3b49-b9eb-749aaa9c363f,https://baseballsavant.mlb.com/sporty-videos?playId=54bac096-46e0-3b49-b9eb-749aaa9c363f,30
16,"McGuire, Reese",CHC,Home Run,7/25/2025,CWS,95.7,105.7,21,394,777017,1527c3e5-efb2-3587-8d73-d1347128c7a2,https://baseballsavant.mlb.com/sporty-videos?playId=1527c3e5-efb2-3587-8d73-d1347128c7a2,24
17,"RodrÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â­guez, Julio",SEA,Home Run,7/25/2025,LAA,88.1,104.7,27,408,777006,ace49303-f50d-3678-b4d5-9ba590620c42,https://baseballsavant.mlb.com/sporty-videos?playId=ace49303-f50d-3678-b4d5-9ba590620c42,30
18,"Wells, Austin",NYY,Home Run,7/25/2025,PHI,88.3,104.4,42,372,777015,80d82cf1-d4a9-3124-92e8-e1d09b326768,https://baseballsavant.mlb.com/sporty-videos?playId=80d82cf1-d4a9-3124-92e8-e1d09b326768,29
19,"Harris II, Michael",ATL,Home Run,7/25/2025,TEX,82.7,104.1,36,388,777009,72c95e81-7755-3526-8dbc-9b6db994b53d,https://baseballsavant.mlb.com/sporty-videos?playId=72c95e81-7755-3526-8dbc-9b6db994b53d,30
20,"Lindor, Francisco",NYM,Home Run,7/25/2025,SF,92.1,104.1,27,377,777004,b227444d-43b1-3759-a148-d3875e7c9d14,https://baseballsavant.mlb.com/sporty-videos?playId=b227444d-43b1-3759-a148-d3875e7c9d14,29
21,"Jackson, Alex",BAL,Home Run,7/25/2025,COL,91.1,103.9,27,419,777020,bbe5fadb-ba33-39fc-9972-83f292974768,https://baseballsavant.mlb.com/sporty-videos?playId=bbe5fadb-ba33-39fc-9972-83f292974768,30
22,"Stowers, Kyle",MIA,Home Run,7/25/2025,MIL,88,103.1,30,392,777008,2bff075f-4d59-3e00-a846-96dd77fdec3e,https://baseballsavant.mlb.com/sporty-videos?playId=2bff075f-4d59-3e00-a846-96dd77fdec3e,26
23,"Bellinger, Cody",NYY,Home Run,7/25/2025,PHI,74.7,102.7,39,375,777015,79bb8776-c625-3351-82f0-030c9962c48e,https://baseballsavant.mlb.com/sporty-videos?playId=79bb8776-c625-3351-82f0-030c9962c48e,27
24,"Meidroth, Chase",CWS,Home Run,7/25/2025,CHC,89.3,102.6,38,370,777017,668f8fbe-efad-380f-8bac-8a6b9efe5a12,https://baseballsavant.mlb.com/sporty-videos?playId=668f8fbe-efad-380f-8bac-8a6b9efe5a12,30
25,"Soderstrom, Tyler",ATH,Home Run,7/25/2025,HOU,86.3,102.3,26,376,777007,1a9255bf-3943-3a07-a417-3eefe8be57c1,https://baseballsavant.mlb.com/sporty-videos?playId=1a9255bf-3943-3a07-a417-3eefe8be57c1,28
26,"Mayo, Coby",BAL,Home Run,7/25/2025,COL,90.1,101.7,30,413,777020,4ec585d8-24b5-3a68-b4b3-95eb95181bdd,https://baseballsavant.mlb.com/sporty-videos?playId=4ec585d8-24b5-3a68-b4b3-95eb95181bdd,23
27,"Langeliers, Shea",ATH,Home Run,7/25/2025,HOU,82.6,101.5,28,389,777007,1294acfa-4e90-3a5b-bd00-fc2cc18a81b8,https://baseballsavant.mlb.com/sporty-videos?playId=1294acfa-4e90-3a5b-bd00-fc2cc18a81b8,27
28,"Friedl, TJ",CIN,Home Run,7/25/2025,TB,87,101.5,34,388,777013,38c6c596-0474-3a6f-a8fd-82e2ec5fab74,https://baseballsavant.mlb.com/sporty-videos?playId=38c6c596-0474-3a6f-a8fd-82e2ec5fab74,30
29,"Torkelson, Spencer",DET,Home Run,7/25/2025,TOR,92.3,101.3,31,373,777016,2f79ee56-bd77-3880-af17-4906d6ab06e3,https://baseballsavant.mlb.com/sporty-videos?playId=2f79ee56-bd77-3880-af17-4906d6ab06e3,20
30,"Moniak, Mickey",COL,Home Run,7/25/2025,BAL,94.6,101.1,27,399,777020,a10ffa4c-dd25-3089-b1c9-c9a739b4adcd,https://baseballsavant.mlb.com/sporty-videos?playId=a10ffa4c-dd25-3089-b1c9-c9a739b4adcd,25
31,"Chourio, Jackson",MIL,Home Run,7/25/2025,MIA,87,100.2,27,405,777008,38b47639-3667-3af7-8ecc-f82aa95a388f,https://baseballsavant.mlb.com/sporty-videos?playId=38b47639-3667-3af7-8ecc-f82aa95a388f,18
32,"Stephenson, Tyler",CIN,Home Run,7/25/2025,TB,93.8,99.4,28,363,777013,ea4fb060-3cc2-3701-9fe8-9aa54aefd85e,https://baseballsavant.mlb.com/sporty-videos?playId=ea4fb060-3cc2-3701-9fe8-9aa54aefd85e,10
33,"Heim, Jonah",TEX,Home Run,7/25/2025,ATL,86.4,99.3,27,391,777009,384e6ddc-815e-3009-b15f-23ab95d7a925,https://baseballsavant.mlb.com/sporty-videos?playId=384e6ddc-815e-3009-b15f-23ab95d7a925,30
34,"Kurtz, Nick",ATH,Home Run,7/25/2025,HOU,81.3,99.2,31,368,777007,0aec1784-526c-33e2-a379-a10ad392a7da,https://baseballsavant.mlb.com/sporty-videos?playId=0aec1784-526c-33e2-a379-a10ad392a7da,14
35,"Estrada, Thairo",COL,Home Run,7/25/2025,BAL,92.5,97.7,26,394,777020,e0212477-cdcf-3410-970a-69cc168b2875,https://baseballsavant.mlb.com/sporty-videos?playId=e0212477-cdcf-3410-970a-69cc168b2875,19
36,"Short, Zack",HOU,Home Run,7/25/2025,ATH,79.4,95.3,33,340,777007,7098cab3-5b14-3eb5-9be5-79139d3d3938,https://baseballsavant.mlb.com/sporty-videos?playId=7098cab3-5b14-3eb5-9be5-79139d3d3938,9
37,"Volpe, Anthony",NYY,Home Run,7/25/2025,PHI,84.1,92.1,37,347,777015,4b2b6006-9728-33f4-aed9-1cbf8a3ca1a8,https://baseballsavant.mlb.com/sporty-videos?playId=4b2b6006-9728-33f4-aed9-1cbf8a3ca1a8,13
1,"Raleigh, Cal",SEA,Home Run,7/26/2025,LAA,97,113.5,27,416,776995,7a7bd8de-0e47-3403-89bd-def5f5966be7,https://baseballsavant.mlb.com/sporty-videos?playId=7a7bd8de-0e47-3403-89bd-def5f5966be7,30
2,"HernÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¡ndez, Heriberto",MIA,Home Run,7/26/2025,MIL,86.5,111.9,22,385,776996,c08766f0-ec47-3f2a-8942-7648565b058f,https://baseballsavant.mlb.com/sporty-videos?playId=c08766f0-ec47-3f2a-8942-7648565b058f,9
3,"Sosa, Edmundo",PHI,Home Run,7/26/2025,NYY,89.6,110.6,21,424,777001,4157a397-d0ec-3f94-8d08-9b9210ed962c,https://baseballsavant.mlb.com/sporty-videos?playId=4157a397-d0ec-3f94-8d08-9b9210ed962c,28
4,"Witt Jr., Bobby",KC,Home Run,7/26/2025,CLE,82.8,110.2,30,449,777010|776990,b7f5a3fa-c355-3cb3-babe-91f669354d21,https://baseballsavant.mlb.com/sporty-videos?playId=b7f5a3fa-c355-3cb3-babe-91f669354d21,30
5,"Langeliers, Shea",ATH,Home Run,7/26/2025,HOU,96,109.3,19,369,776991,b5f781a1-175c-304b-82df-c768e49136cb,https://baseballsavant.mlb.com/sporty-videos?playId=b5f781a1-175c-304b-82df-c768e49136cb,7
6,"Harper, Bryce",PHI,Home Run,7/26/2025,NYY,88.4,109.1,29,425,777001,c2a8def5-3d3c-39ff-88cb-3750cb024a62,https://baseballsavant.mlb.com/sporty-videos?playId=c2a8def5-3d3c-39ff-88cb-3750cb024a62,30
7,"India, Jonathan",KC,Home Run,7/26/2025,CLE,89.6,109,22,413,777010|776990,aac1bd87-62ba-3f5e-a582-60733fa5578b,https://baseballsavant.mlb.com/sporty-videos?playId=aac1bd87-62ba-3f5e-a582-60733fa5578b,30
8,"Harris II, Michael",ATL,Home Run,7/26/2025,TEX,85.5,108.6,24,422,776993,1d941009-dfaa-318b-930a-7422d8a8eab3,https://baseballsavant.mlb.com/sporty-videos?playId=1d941009-dfaa-318b-930a-7422d8a8eab3,28
9,"Ohtani, Shohei",LAD,Home Run,7/26/2025,BOS,97,108.4,35,403,776998,6004d798-76b3-3eb6-9d75-51e352b3ab4b,https://baseballsavant.mlb.com/sporty-videos?playId=6004d798-76b3-3eb6-9d75-51e352b3ab4b,6
10,"Butler, Lawrence",ATH,Home Run,7/26/2025,HOU,91.8,108.4,36,403,776991,5eea8cb5-3ee0-3e2e-9525-0ea172c9b5de,https://baseballsavant.mlb.com/sporty-videos?playId=5eea8cb5-3ee0-3e2e-9525-0ea172c9b5de,29
11,"O'Neill, Tyler",BAL,Home Run,7/26/2025,COL,96.7,108.1,27,417,776999,bbb32c7e-2c1a-363a-b7c6-2826e0b17dd5,https://baseballsavant.mlb.com/sporty-videos?playId=bbb32c7e-2c1a-363a-b7c6-2826e0b17dd5,30
12,"Jackson, Alex",BAL,Home Run,7/26/2025,COL,47.4,107,31,401,776999,8af517e5-b67d-3de8-942b-1156cfc03fdb,https://baseballsavant.mlb.com/sporty-videos?playId=8af517e5-b67d-3de8-942b-1156cfc03fdb,18
13,"DÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â­az, Yandy",TB,Home Run,7/26/2025,CIN,84,106.6,24,415,777000,6a4c28d1-8c9c-34ea-9b20-de74efcb1ac4,https://baseballsavant.mlb.com/sporty-videos?playId=6a4c28d1-8c9c-34ea-9b20-de74efcb1ac4,24
14,"Vaughn, Andrew",MIL,Home Run,7/26/2025,MIA,94.5,106.5,23,409,776996,6dfc3433-d20a-3412-97cf-6ff2d4bd73d1,https://baseballsavant.mlb.com/sporty-videos?playId=6dfc3433-d20a-3412-97cf-6ff2d4bd73d1,21
15,"Springer, George",TOR,Home Run,7/26/2025,DET,87.5,106.3,21,390,777003,1acd8377-9d83-3f65-8596-61bce57b0b8f,https://baseballsavant.mlb.com/sporty-videos?playId=1acd8377-9d83-3f65-8596-61bce57b0b8f,19
16,"Guerrero Jr., Vladimir",TOR,Home Run,7/26/2025,DET,78.3,105.3,25,408,777003,9d3546bc-4304-3e57-95fb-e308a5217e71,https://baseballsavant.mlb.com/sporty-videos?playId=9d3546bc-4304-3e57-95fb-e308a5217e71,30
17,"RodrÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â­guez, Julio",SEA,Home Run,7/26/2025,LAA,85.9,105.2,27,422,776995,5629ac1b-59fe-37fe-aef6-45b85a3d9009,https://baseballsavant.mlb.com/sporty-videos?playId=5629ac1b-59fe-37fe-aef6-45b85a3d9009,28
18,"Ward, Taylor",LAA,Home Run,7/26/2025,SEA,94.6,104.6,34,404,776995,00ec28a6-bee5-3276-be57-792ec2dad4c7,https://baseballsavant.mlb.com/sporty-videos?playId=00ec28a6-bee5-3276-be57-792ec2dad4c7,21
19,"Myers, Dane",MIA,Home Run,7/26/2025,MIL,94.3,103.9,30,428,776996,7e0a74e8-3cc3-3b8f-bb5e-5f81945c839c,https://baseballsavant.mlb.com/sporty-videos?playId=7e0a74e8-3cc3-3b8f-bb5e-5f81945c839c,30
20,"Shaw, Matt",CHC,Home Run,7/26/2025,CWS,95.3,103.9,31,388,776994,9a56a03c-6417-325c-8a79-9c7b0f41eee0,https://baseballsavant.mlb.com/sporty-videos?playId=9a56a03c-6417-325c-8a79-9c7b0f41eee0,30
21,"Stanton, Giancarlo",NYY,Home Run,7/26/2025,PHI,97.3,103.4,20,358,777001,9bdce699-a30f-3654-ba2b-972cbd940943,https://baseballsavant.mlb.com/sporty-videos?playId=9bdce699-a30f-3654-ba2b-972cbd940943,5
22,"Garcia, Maikel",KC,Home Run,7/26/2025,CLE,92.6,103.2,20,418,777010|776990,5a455bd9-4d68-3df2-80f1-734952685ff3,https://baseballsavant.mlb.com/sporty-videos?playId=5a455bd9-4d68-3df2-80f1-734952685ff3,26
23,"Arozarena, Randy",SEA,Home Run,7/26/2025,LAA,89.8,102.7,29,411,776995,baa7dc6c-e0ab-3e9d-995f-02e11c7c51a2,https://baseballsavant.mlb.com/sporty-videos?playId=baa7dc6c-e0ab-3e9d-995f-02e11c7c51a2,22
24,"GarcÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â­a Jr., Luis",WSH,Home Run,7/26/2025,MIN,93.9,102.6,26,390,776997,fc827698-8a6c-3ece-8fdf-fe9374aa5a95,https://baseballsavant.mlb.com/sporty-videos?playId=fc827698-8a6c-3ece-8fdf-fe9374aa5a95,30
25,"Cruz, Oneil",PIT,Home Run,7/26/2025,AZ,91.4,102.2,31,410,777002,e7c9fd9d-f14b-338b-91d1-5634f5d8c6eb,https://baseballsavant.mlb.com/sporty-videos?playId=e7c9fd9d-f14b-338b-91d1-5634f5d8c6eb,29
26,"Kwan, Steven",CLE,Home Run,7/26/2025,KC,81.5,101.9,33,431,777010|776990,59d24188-e290-3b33-bde2-e126272df104,https://baseballsavant.mlb.com/sporty-videos?playId=59d24188-e290-3b33-bde2-e126272df104,30
27,"RamÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â­rez, AgustÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â­n",MIA,Home Run,7/26/2025,MIL,89.9,101.7,27,372,776996,80d7b1d3-85bf-3472-a741-e407af7f43c2,https://baseballsavant.mlb.com/sporty-videos?playId=80d7b1d3-85bf-3472-a741-e407af7f43c2,25
28,"HernÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¡ndez, Teoscar",LAD,Home Run,7/26/2025,BOS,82.6,101,35,390,776998,a4621175-78a2-3347-9dd5-1d0b9f50cf3d,https://baseballsavant.mlb.com/sporty-videos?playId=a4621175-78a2-3347-9dd5-1d0b9f50cf3d,30
29,"Fermin, Freddy",KC,Home Run,7/26/2025,CLE,86.7,100.6,42,379,777010|776990,f3707a6e-08c4-3408-a708-267b9a5e3453,https://baseballsavant.mlb.com/sporty-videos?playId=f3707a6e-08c4-3408-a708-267b9a5e3453,30
30,"Happ, Ian",CHC,Home Run,7/26/2025,CWS,87.5,99.5,36,391,776994,1dc9795f-8f16-3a80-bd57-3b8dcf6c8346,https://baseballsavant.mlb.com/sporty-videos?playId=1dc9795f-8f16-3a80-bd57-3b8dcf6c8346,19
31,"Call, Alex",WSH,Home Run,7/26/2025,MIN,94.5,98.4,29,376,776997,2c83255c-51b0-392c-b33e-9524df1f8c4f,https://baseballsavant.mlb.com/sporty-videos?playId=2c83255c-51b0-392c-b33e-9524df1f8c4f,24
32,"Lukes, Nathan",TOR,Home Run,7/26/2025,DET,80,97.7,34,387,777003,3d875638-542b-3ae5-b2a3-02288af072b1,https://baseballsavant.mlb.com/sporty-videos?playId=3d875638-542b-3ae5-b2a3-02288af072b1,30
33,"Tauchman, Mike",CWS,Home Run,7/26/2025,CHC,80.9,96.8,29,381,776994,f8b39d88-bb69-3f52-a760-ce32d0ddafaf,https://baseballsavant.mlb.com/sporty-videos?playId=f8b39d88-bb69-3f52-a760-ce32d0ddafaf,17
34,"Mullins, Cedric",BAL,Home Run,7/26/2025,COL,95,95.8,38,350,776999,a07a1b7a-2d17-3a2a-9df8-557a5383318c,https://baseballsavant.mlb.com/sporty-videos?playId=a07a1b7a-2d17-3a2a-9df8-557a5383318c,19
1,"O'Neill, Tyler",BAL,Home Run,7/27/2025,COL,90.1,113.6,26,433,776986,eb3399d7-9a5c-36b3-a0fd-8016170eeb6d,https://baseballsavant.mlb.com/sporty-videos?playId=eb3399d7-9a5c-36b3-a0fd-8016170eeb6d,30
2,"Wallner, Matt",MIN,Home Run,7/27/2025,WSH,93.1,111.7,31,452,776979,eb458c04-2733-3124-bda4-8fea9615f85d,https://baseballsavant.mlb.com/sporty-videos?playId=eb458c04-2733-3124-bda4-8fea9615f85d,30
3,"Trout, Mike",LAA,Home Run,7/27/2025,SEA,95.9,110.9,25,443,776977,03f022a8-b7e2-3830-bec0-e890246979d5,https://baseballsavant.mlb.com/sporty-videos?playId=03f022a8-b7e2-3830-bec0-e890246979d5,30
4,"Arias, Gabriel",CLE,Home Run,7/27/2025,KC,95.4,110.3,22,425,776975,8a580e60-54ad-3bb0-86e4-647ceb59a00f,https://baseballsavant.mlb.com/sporty-videos?playId=8a580e60-54ad-3bb0-86e4-647ceb59a00f,30
5,"Chapman, Matt",SF,Home Run,7/27/2025,NYM,88.6,109.6,21,413,776974,ca45a7a6-2847-3934-a142-576a634cea96,https://baseballsavant.mlb.com/sporty-videos?playId=ca45a7a6-2847-3934-a142-576a634cea96,30
6,"Langeliers, Shea",ATH,Home Run,7/27/2025,HOU,90.2,109.3,36,378,776976,010b9f8f-b6f5-3729-ba3a-f00d481e4f5c,https://baseballsavant.mlb.com/sporty-videos?playId=010b9f8f-b6f5-3729-ba3a-f00d481e4f5c,30
7,"Burleson, Alec",STL,Home Run,7/27/2025,SD,91.6,108.1,24,417,776980,64064998-73b9-32d6-b388-c6c44b5c65d2,https://baseballsavant.mlb.com/sporty-videos?playId=64064998-73b9-32d6-b388-c6c44b5c65d2,24
8,"Torres, Gleyber",DET,Home Run,7/27/2025,TOR,95.3,105.9,26,403,776987,1144d1d5-95f4-33dd-87f2-fea50022d1e7,https://baseballsavant.mlb.com/sporty-videos?playId=1144d1d5-95f4-33dd-87f2-fea50022d1e7,29
9,"Raleigh, Cal",SEA,Home Run,7/27/2025,LAA,87.1,105.8,30,421,776977,0a19d6e1-a1e3-301c-9f00-f11012acd29c,https://baseballsavant.mlb.com/sporty-videos?playId=0a19d6e1-a1e3-301c-9f00-f11012acd29c,28
10,"Conforto, Michael",LAD,Home Run,7/27/2025,BOS,88.6,105.7,32,424,776983,f1333456-323a-3830-b7db-65b9b5471b1b,https://baseballsavant.mlb.com/sporty-videos?playId=f1333456-323a-3830-b7db-65b9b5471b1b,30
11,"Smith, Josh",TEX,Home Run,7/27/2025,ATL,83.9,105.6,24,363,776981,6760354f-cd65-3cc3-b3b1-f2a7881248ce,https://baseballsavant.mlb.com/sporty-videos?playId=6760354f-cd65-3cc3-b3b1-f2a7881248ce,22
12,"Kemp, Otto",PHI,Home Run,7/27/2025,NYY,94.5,105.2,29,434,776988,60be9025-95e2-30fa-a9e6-b41195b66ef7,https://baseballsavant.mlb.com/sporty-videos?playId=60be9025-95e2-30fa-a9e6-b41195b66ef7,30
13,"Mauricio, Ronny",NYM,Home Run,7/27/2025,SF,85.6,104.7,33,398,776974,e6885090-c703-38bb-8004-3271f24445fb,https://baseballsavant.mlb.com/sporty-videos?playId=e6885090-c703-38bb-8004-3271f24445fb,30
14,"Benintendi, Andrew",CWS,Home Run,7/27/2025,CHC,93.4,103.8,37,376,776989,f8d9e8d3-b74a-3802-946d-a3a2b74e1a18,https://baseballsavant.mlb.com/sporty-videos?playId=f8d9e8d3-b74a-3802-946d-a3a2b74e1a18,29
15,"Garcia, Maikel",KC,Home Run,7/27/2025,CLE,82.3,103.6,26,411,776975,034da741-13eb-3715-9eda-0a68a00ac419,https://baseballsavant.mlb.com/sporty-videos?playId=034da741-13eb-3715-9eda-0a68a00ac419,30
16,"Benintendi, Andrew",CWS,Home Run,7/27/2025,CHC,96.1,103.2,26,368,776989,99f146b4-404d-31ac-8b3f-61c3470d6ccd,https://baseballsavant.mlb.com/sporty-videos?playId=99f146b4-404d-31ac-8b3f-61c3470d6ccd,7
17,"Chapman, Matt",SF,Home Run,7/27/2025,NYM,92.7,103.1,29,410,776974,fee525d7-e85f-371c-a72b-5274c77d832b,https://baseballsavant.mlb.com/sporty-videos?playId=fee525d7-e85f-371c-a72b-5274c77d832b,18
